stagione,data,partita,arbitro,mercato,quota,prob_%,edge_%,stake_€,esito,profitto_€
2023-24,2024-02-03T00:00:00.000,Bologna vs Sassuolo,—,Over 2.5 Gol,2.03,66,34,41.27,✓ Vinta,42.51
2023-24,2024-02-04T00:00:00.000,Torino vs Salernitana,—,2 - Vittoria Ospite,7.02,20.9,46.8,9.73,✗ Persa,-9.73
2023-24,2024-02-04T00:00:00.000,Torino vs Salernitana,—,X - Pareggio,4.22,27.5,16.2,6.3,✓ Vinta,20.29
2023-24,2024-02-04T00:00:00.000,Atalanta vs Lazio,—,2 - Vittoria Ospite,3.83,34.8,33.4,14.74,✗ Persa,-14.74
2023-24,2024-02-04T00:00:00.000,Atalanta vs Lazio,—,Over 2.5 Gol,2.26,55.7,25.9,25.7,✓ Vinta,32.38
2023-24,2024-02-04T00:00:00.000,Inter vs Juventus,—,X - Pareggio,3.59,37.1,33.1,15.99,✗ Persa,-15.99
2023-24,2024-02-05T00:00:00.000,Roma vs Cagliari,—,X - Pareggio,4.54,26.5,20.3,7.18,✗ Persa,-7.18
2023-24,2024-02-09T00:00:00.000,Salernitana vs Empoli,—,Over 2.5 Gol,2.44,49.5,20.7,18.01,✓ Vinta,25.93
2023-24,2024-02-10T00:00:00.000,Cagliari vs Lazio,—,2 - Vittoria Ospite,2.21,56.4,24.7,25.5,✓ Vinta,30.86
2023-24,2024-02-10T00:00:00.000,Roma vs Inter,—,1 - Vittoria Casa,4.49,28.2,26.5,9.48,✗ Persa,-9.48
2023-24,2024-02-11T00:00:00.000,Genoa vs Atalanta,—,2 - Vittoria Ospite,2.1,55.4,16.4,18.61,✓ Vinta,20.47
2023-24,2024-02-11T00:00:00.000,Milan vs Napoli,—,2 - Vittoria Ospite,3.94,34.3,35,14.87,✗ Persa,-14.87
2023-24,2024-02-11T00:00:00.000,Milan vs Napoli,—,Under 2.5 Gol,2.06,58.1,19.7,23.25,✓ Vinta,24.64
2023-24,2024-02-12T00:00:00.000,Juventus vs Udinese,—,2 - Vittoria Ospite,8.56,17.5,49.7,8.21,✓ Vinta,62.07
2023-24,2024-02-12T00:00:00.000,Juventus vs Udinese,—,X - Pareggio,4.54,27.5,24.8,8.76,✗ Persa,-8.76
2023-24,2024-02-14T00:00:00.000,Bologna vs Fiorentina,—,X - Pareggio,3.2,39.2,25.3,14.38,✗ Persa,-14.38
2023-24,2024-02-14T00:00:00.000,Bologna vs Fiorentina,—,Over 2.5 Gol,2.28,50.7,15.5,15.15,✗ Persa,-15.15
2023-24,2024-02-16T00:00:00.000,Torino vs Lecce,—,Under 2.5 Gol,1.66,73.6,22.1,41.86,✓ Vinta,27.63
2023-24,2024-02-16T00:00:00.000,Inter vs Salernitana,—,2 - Vittoria Ospite,17,11.9,102.6,8.02,✗ Persa,-8.02
2023-24,2024-02-16T00:00:00.000,Inter vs Salernitana,—,X - Pareggio,9,19.3,73.9,11.55,✗ Persa,-11.55
2023-24,2024-02-17T00:00:00.000,Verona vs Juventus,—,1 - Vittoria Casa,5.84,21.2,23.6,6.09,✗ Persa,-6.09
2023-24,2024-02-17T00:00:00.000,Atalanta vs Sassuolo,—,2 - Vittoria Ospite,8.03,17.7,41.9,7.45,✗ Persa,-7.45
2023-24,2024-02-17T00:00:00.000,Atalanta vs Sassuolo,—,X - Pareggio,5.58,21.3,18.7,5.1,✗ Persa,-5.1
2023-24,2024-02-17T00:00:00.000,Atalanta vs Sassuolo,—,Over 2.5 Gol,1.5,76.9,15.4,38.4,✓ Vinta,19.2
2023-24,2024-02-18T00:00:00.000,Lazio vs Bologna,—,Over 2.5 Gol,2.58,45.9,18.4,14.58,✓ Vinta,23.04
2023-24,2024-02-18T00:00:00.000,Monza vs Milan,—,1 - Vittoria Casa,4.63,29,34.2,11.79,✓ Vinta,42.8
2023-24,2024-02-22T00:00:00.000,Torino vs Lazio,—,2 - Vittoria Ospite,3.36,34.7,16.6,8.81,✓ Vinta,20.79
2023-24,2024-02-24T00:00:00.000,Salernitana vs Monza,—,Over 2.5 Gol,2.12,57.1,21.1,23.5,✗ Persa,-23.5
2023-24,2024-02-24T00:00:00.000,Genoa vs Udinese,—,2 - Vittoria Ospite,3.69,39.3,45.1,20.98,✗ Persa,-20.98
2023-24,2024-02-25T00:00:00.000,Cagliari vs Napoli,—,2 - Vittoria Ospite,1.87,63.1,18.1,25.98,✗ Persa,-25.98
2023-24,2024-02-25T00:00:00.000,Lecce vs Inter,—,X - Pareggio,4.77,26.3,25.2,8.37,✗ Persa,-8.37
2023-24,2024-02-25T00:00:00.000,Lecce vs Inter,—,Under 2.5 Gol,2.12,57.5,21.9,24.44,✗ Persa,-24.44
2023-24,2024-02-25T00:00:00.000,Lecce vs Inter,—,1 - Vittoria Casa,7.69,17.7,35.8,6.69,✗ Persa,-6.69
2023-24,2024-02-25T00:00:00.000,Milan vs Atalanta,—,Over 2.5 Gol,1.78,64.7,15.2,24.39,✗ Persa,-24.39
2023-24,2024-02-26T00:00:00.000,Roma vs Torino,—,2 - Vittoria Ospite,4.43,26.1,15.8,5.77,✗ Persa,-5.77
2023-24,2024-02-28T00:00:00.000,Inter vs Atalanta,—,X - Pareggio,4.14,33,36.6,14.59,✗ Persa,-14.59
2023-24,2024-02-28T00:00:00.000,Inter vs Atalanta,—,Over 2.5 Gol,1.82,68.6,24.9,37.99,✓ Vinta,31.15
2023-24,2024-03-01T00:00:00.000,Lazio vs Milan,—,1 - Vittoria Casa,3.67,39.5,45,21.06,✗ Persa,-21.06
2023-24,2024-03-02T00:00:00.000,Udinese vs Salernitana,—,2 - Vittoria Ospite,5.56,27.9,55.4,15.18,✗ Persa,-15.18
2023-24,2024-03-02T00:00:00.000,Monza vs Roma,—,1 - Vittoria Casa,3.72,33.8,25.7,11.81,✗ Persa,-11.81
2023-24,2024-03-03T00:00:00.000,Atalanta vs Bologna,—,Over 2.5 Gol,2.12,66.9,41.8,46.66,✓ Vinta,52.26
2023-24,2024-03-03T00:00:00.000,Napoli vs Juventus,—,X - Pareggio,3.14,39.2,23,13.42,✗ Persa,-13.42
2023-24,2024-03-09T00:00:00.000,Cagliari vs Salernitana,—,2 - Vittoria Ospite,4.52,40.5,83.1,29.5,✗ Persa,-29.5
2023-24,2024-03-09T00:00:00.000,Bologna vs Inter,—,Over 2.5 Gol,2.17,56.4,22.4,23.92,✗ Persa,-23.92
2023-24,2024-03-09T00:00:00.000,Genoa vs Monza,—,2 - Vittoria Ospite,3.94,42.6,68,28.91,✓ Vinta,85
2023-24,2024-03-10T00:00:00.000,Lecce vs Verona,—,Under 2.5 Gol,1.6,73.1,16.9,35.24,✓ Vinta,21.14
2023-24,2024-03-10T00:00:00.000,Milan vs Empoli,—,X - Pareggio,4.74,25.9,22.8,7.64,✗ Persa,-7.64
2023-24,2024-03-10T00:00:00.000,Milan vs Empoli,—,2 - Vittoria Ospite,7.19,16.6,19.5,3.93,✗ Persa,-3.93
2023-24,2024-03-10T00:00:00.000,Juventus vs Atalanta,—,Over 2.5 Gol,2.2,55.1,21.3,22.15,✓ Vinta,26.58
2023-24,2024-03-10T00:00:00.000,Fiorentina vs Roma,—,1 - Vittoria Casa,2.69,43.9,18.1,13.37,✗ Persa,-13.37
2023-24,2024-03-15T00:00:00.000,Empoli vs Bologna,—,Over 2.5 Gol,2.48,46.4,15.1,12.72,✗ Persa,-12.72
2023-24,2024-03-15T00:00:00.000,Empoli vs Bologna,—,1 - Vittoria Casa,4.04,28.9,16.8,6.92,✗ Persa,-6.92
2023-24,2024-03-16T00:00:00.000,Monza vs Cagliari,—,1 - Vittoria Casa,2.09,55.9,16.7,19.2,✓ Vinta,20.93
2023-24,2024-03-16T00:00:00.000,Salernitana vs Lecce,—,1 - Vittoria Casa,3.02,43.4,31.2,19.3,✗ Persa,-19.3
2023-24,2024-03-17T00:00:00.000,Juventus vs Genoa,—,X - Pareggio,4.08,29.1,18.7,7.61,✓ Vinta,23.44
2023-24,2024-03-17T00:00:00.000,Juventus vs Genoa,—,Under 2.5 Gol,1.69,68.7,16,29.06,✓ Vinta,20.05
2023-24,2024-03-17T00:00:00.000,Roma vs Sassuolo,—,2 - Vittoria Ospite,7.67,18.7,43.3,8.12,✗ Persa,-8.12
2023-24,2024-03-17T00:00:00.000,Roma vs Sassuolo,—,X - Pareggio,5.15,24.7,27,8.14,✗ Persa,-8.14
2023-24,2024-03-17T00:00:00.000,Inter vs Napoli,—,X - Pareggio,4.33,38.5,66.8,25.07,✓ Vinta,83.48
2023-24,2024-03-17T00:00:00.000,Inter vs Napoli,—,2 - Vittoria Ospite,5.89,24.6,44.7,11.44,✗ Persa,-11.44
2023-24,2024-03-17T00:00:00.000,Inter vs Napoli,—,Under 2.5 Gol,2.14,55.7,19.2,21.09,✓ Vinta,24.04
2023-24,2024-03-30T00:00:00.000,Torino vs Monza,—,2 - Vittoria Ospite,4.8,25.3,21.3,7.01,✗ Persa,-7.01
2023-24,2024-03-30T00:00:00.000,Lazio vs Juventus,—,1 - Vittoria Casa,3.23,40.9,32,17.93,✓ Vinta,39.98
2023-24,2024-04-01T00:00:00.000,Bologna vs Salernitana,—,2 - Vittoria Ospite,11.37,18.9,115.3,13.9,✗ Persa,-13.9
2023-24,2024-04-01T00:00:00.000,Bologna vs Salernitana,—,X - Pareggio,5.59,24,33.9,9.24,✗ Persa,-9.24
2023-24,2024-04-01T00:00:00.000,Cagliari vs Verona,—,2 - Vittoria Ospite,3.76,31.1,17.1,7.73,✗ Persa,-7.73
2023-24,2024-04-01T00:00:00.000,Cagliari vs Verona,—,Under 2.5 Gol,1.72,67,15.2,26.47,✓ Vinta,19.06
2023-24,2024-04-01T00:00:00.000,Lecce vs Roma,—,Under 2.5 Gol,1.81,70.5,27.6,42.66,✓ Vinta,34.55
2023-24,2024-04-01T00:00:00.000,Lecce vs Roma,—,1 - Vittoria Casa,4.45,26,15.8,5.73,✗ Persa,-5.73
2023-24,2024-04-01T00:00:00.000,Inter vs Empoli,—,X - Pareggio,7.59,23.3,77,14.6,✗ Persa,-14.6
2023-24,2024-04-01T00:00:00.000,Inter vs Empoli,—,2 - Vittoria Ospite,13.3,12.8,70.7,7.18,✗ Persa,-7.18
2023-24,2024-04-01T00:00:00.000,Inter vs Empoli,—,Under 2.5 Gol,2.63,45.1,18.6,14.28,✓ Vinta,23.28
2023-24,2024-04-05T00:00:00.000,Salernitana vs Sassuolo,—,Over 2.5 Gol,1.91,66.3,26.6,36.55,✓ Vinta,33.26
2023-24,2024-04-05T00:00:00.000,Salernitana vs Sassuolo,—,1 - Vittoria Casa,3.33,44.6,48.5,26.01,✗ Persa,-26.01
2023-24,2024-04-06T00:00:00.000,Milan vs Lecce,—,X - Pareggio,5.19,26.6,38.2,11.4,✗ Persa,-11.4
2023-24,2024-04-06T00:00:00.000,Milan vs Lecce,—,Under 2.5 Gol,2.18,59.3,29.3,31.09,✗ Persa,-31.09
2023-24,2024-04-06T00:00:00.000,Milan vs Lecce,—,2 - Vittoria Ospite,8.25,14.1,16,2.75,✗ Persa,-2.75
2023-24,2024-04-06T00:00:00.000,Roma vs Lazio,—,Under 2.5 Gol,1.69,80.6,36.1,65.47,✓ Vinta,45.17
2023-24,2024-04-06T00:00:00.000,Roma vs Lazio,—,2 - Vittoria Ospite,3.76,31,16.7,7.58,✗ Persa,-7.58
2023-24,2024-04-06T00:00:00.000,Roma vs Lazio,—,X - Pareggio,3.09,37.5,15.9,9.54,✗ Persa,-9.54
2023-24,2024-04-07T00:00:00.000,Verona vs Genoa,—,Under 2.5 Gol,1.52,78.8,19.8,47.54,✗ Persa,-47.54
2023-24,2024-04-07T00:00:00.000,Verona vs Genoa,—,1 - Vittoria Casa,2.74,42.8,17.1,12.31,✗ Persa,-12.31
2023-24,2024-04-07T00:00:00.000,Juventus vs Fiorentina,—,X - Pareggio,3.5,40.5,41.6,20.82,✗ Persa,-20.82
2023-24,2024-04-08T00:00:00.000,Udinese vs Inter,—,X - Pareggio,4.53,26.7,20.8,7.36,✗ Persa,-7.36
2023-24,2024-04-08T00:00:00.000,Udinese vs Inter,—,1 - Vittoria Casa,7.1,22,56.3,11.54,✗ Persa,-11.54
2023-24,2024-04-12T00:00:00.000,Lazio vs Salernitana,—,2 - Vittoria Ospite,9.85,15.2,49.3,6.96,✗ Persa,-6.96
2023-24,2024-04-12T00:00:00.000,Lazio vs Salernitana,—,X - Pareggio,5.28,24.9,31.7,9.25,✗ Persa,-9.25
2023-24,2024-04-13T00:00:00.000,Lecce vs Empoli,—,Under 2.5 Gol,1.64,71.2,16.7,32.69,✓ Vinta,20.92
2023-24,2024-04-13T00:00:00.000,Torino vs Juventus,—,Under 2.5 Gol,1.5,88.5,32.8,81.93,✓ Vinta,40.97
2023-24,2024-04-13T00:00:00.000,Torino vs Juventus,—,X - Pareggio,3.06,38.3,17.3,10.53,✓ Vinta,21.69
2023-24,2024-04-13T00:00:00.000,Bologna vs Monza,—,2 - Vittoria Ospite,6.8,22.2,51.1,11.01,✗ Persa,-11.01
2023-24,2024-04-14T00:00:00.000,Inter vs Cagliari,—,X - Pareggio,8.14,15.3,24.8,4.35,✓ Vinta,31.06
2023-24,2024-04-15T00:00:00.000,Fiorentina vs Genoa,—,1 - Vittoria Casa,1.92,63.2,21.3,28.94,✗ Persa,-28.94
2023-24,2024-04-19T00:00:00.000,Genoa vs Lazio,—,2 - Vittoria Ospite,2.49,54.2,35,29.4,✓ Vinta,43.81
2023-24,2024-04-20T00:00:00.000,Empoli vs Napoli,—,Under 2.5 Gol,2.1,59.4,24.7,28.07,✓ Vinta,30.88
2023-24,2024-04-20T00:00:00.000,Empoli vs Napoli,—,X - Pareggio,4.06,28.9,17.2,7.04,✗ Persa,-7.04
2023-24,2024-04-21T00:00:00.000,Salernitana vs Fiorentina,—,1 - Vittoria Casa,5.17,26,34.5,10.36,✗ Persa,-10.36
2023-24,2024-04-21T00:00:00.000,Monza vs Atalanta,—,Over 2.5 Gol,1.9,65.5,24.4,33.84,✓ Vinta,30.46
2023-24,2024-04-21T00:00:00.000,Monza vs Atalanta,—,1 - Vittoria Casa,4.09,33.6,37.3,15.08,✗ Persa,-15.08
2023-24,2024-04-22T00:00:00.000,Milan vs Inter,—,Under 2.5 Gol,2.2,58.7,29.2,30.4,✗ Persa,-30.4
2023-24,2024-04-22T00:00:00.000,Milan vs Inter,—,X - Pareggio,3.68,33.9,24.8,11.55,✗ Persa,-11.55
2023-24,2024-04-22T00:00:00.000,Milan vs Inter,—,1 - Vittoria Casa,3.96,30.8,21.8,9.2,✗ Persa,-9.2
2023-24,2024-04-27T00:00:00.000,Lecce vs Monza,—,2 - Vittoria Ospite,4.12,34.7,42.8,17.14,✗ Persa,-17.14
2023-24,2024-04-27T00:00:00.000,Juventus vs Milan,—,X - Pareggio,3.46,40.5,40.1,20.36,✓ Vinta,50.09
2023-24,2024-04-28T00:00:00.000,Inter vs Torino,—,2 - Vittoria Ospite,6.94,18.3,27.1,5.7,✗ Persa,-5.7
2023-24,2024-04-28T00:00:00.000,Bologna vs Udinese,—,2 - Vittoria Ospite,6.27,19.8,23.9,5.68,✗ Persa,-5.68
2023-24,2024-04-28T00:00:00.000,Atalanta vs Empoli,—,2 - Vittoria Ospite,7.14,19.2,37.1,7.54,✗ Persa,-7.54
2023-24,2024-04-28T00:00:00.000,Atalanta vs Empoli,—,X - Pareggio,4.77,24.4,16.4,5.45,✗ Persa,-5.45
2023-24,2024-04-28T00:00:00.000,Napoli vs Roma,—,X - Pareggio,3.67,37.6,37.9,17.73,✓ Vinta,47.34
2023-24,2024-04-28T00:00:00.000,Napoli vs Roma,—,Under 2.5 Gol,1.96,61.5,20.6,26.86,✗ Persa,-26.86
2023-24,2024-04-29T00:00:00.000,Genoa vs Cagliari,—,Under 2.5 Gol,1.61,79.1,27.3,55.99,✗ Persa,-55.99
2023-24,2024-05-04T00:00:00.000,Monza vs Lazio,—,1 - Vittoria Casa,4.51,27.2,22.6,8.04,✗ Persa,-8.04
2023-24,2024-05-04T00:00:00.000,Sassuolo vs Inter,—,1 - Vittoria Casa,6.04,19.5,17.5,4.34,✓ Vinta,21.87
2023-24,2024-05-05T00:00:00.000,Cagliari vs Lecce,—,2 - Vittoria Ospite,3.77,33.5,26.3,11.88,✗ Persa,-11.88
2023-24,2024-05-05T00:00:00.000,Cagliari vs Lecce,—,Under 2.5 Gol,1.68,72.1,21.1,38.74,✓ Vinta,26.34
2023-24,2024-05-05T00:00:00.000,Milan vs Genoa,—,Under 2.5 Gol,2.11,59.1,24.7,27.78,✗ Persa,-27.78
2023-24,2024-05-05T00:00:00.000,Roma vs Juventus,—,X - Pareggio,3.12,42.1,31.5,18.57,✓ Vinta,39.37
2023-24,2024-05-06T00:00:00.000,Salernitana vs Atalanta,—,X - Pareggio,5.45,24.1,31.2,8.76,✗ Persa,-8.76
2023-24,2024-05-06T00:00:00.000,Salernitana vs Atalanta,—,1 - Vittoria Casa,8.73,27.1,136.8,22.11,✗ Persa,-22.11
2023-24,2024-05-06T00:00:00.000,Udinese vs Napoli,—,Under 2.5 Gol,2.03,58.2,18.1,21.91,✓ Vinta,22.57
2023-24,2024-05-12T00:00:00.000,Genoa vs Sassuolo,—,2 - Vittoria Ospite,3.26,40.8,33,18.24,✗ Persa,-18.24
2023-24,2024-05-12T00:00:00.000,Genoa vs Sassuolo,—,Under 2.5 Gol,1.95,64.4,25.5,33.58,✗ Persa,-33.58
2023-24,2024-05-12T00:00:00.000,Juventus vs Salernitana,—,2 - Vittoria Ospite,17.59,17,199.4,15.02,✗ Persa,-15.02
2023-24,2024-05-12T00:00:00.000,Juventus vs Salernitana,—,X - Pareggio,8.5,23.9,103.6,17.26,✓ Vinta,129.45
2023-24,2024-05-12T00:00:00.000,Juventus vs Salernitana,—,Under 2.5 Gol,2.65,50.2,33,25.03,✓ Vinta,41.3
2023-24,2024-05-13T00:00:00.000,Fiorentina vs Monza,—,2 - Vittoria Ospite,5.58,20.9,16.6,4.53,✗ Persa,-4.53
2023-24,2024-05-17T00:00:00.000,Fiorentina vs Napoli,—,Under 2.5 Gol,2.15,58.3,25.3,27.55,✗ Persa,-27.55
2023-24,2024-05-18T00:00:00.000,Lecce vs Atalanta,—,1 - Vittoria Casa,4.68,25.2,17.9,6.1,✗ Persa,-6.1
2023-24,2024-05-19T00:00:00.000,Sassuolo vs Cagliari,—,1 - Vittoria Casa,2.38,51.3,22.2,20.08,✗ Persa,-20.08
2023-24,2024-05-19T00:00:00.000,Roma vs Genoa,—,Under 2.5 Gol,2.08,69,43.5,50.39,✓ Vinta,54.42
2023-24,2024-05-19T00:00:00.000,Roma vs Genoa,—,X - Pareggio,4.5,28.8,29.7,10.62,✗ Persa,-10.62
2023-24,2024-05-19T00:00:00.000,Inter vs Lazio,—,2 - Vittoria Ospite,4.85,25.1,22,7.13,✗ Persa,-7.13
2023-24,2024-05-19T00:00:00.000,Inter vs Lazio,—,X - Pareggio,4.28,28.4,21.7,8.28,✓ Vinta,27.16
2023-24,2024-05-19T00:00:00.000,Inter vs Lazio,—,Under 2.5 Gol,2.16,54.3,17.3,18.63,✓ Vinta,21.61
2023-24,2024-05-20T00:00:00.000,Salernitana vs Verona,—,1 - Vittoria Casa,5.1,44.9,128.9,39.28,✗ Persa,-39.28
2023-24,2024-05-25T00:00:00.000,Juventus vs Monza,—,2 - Vittoria Ospite,8.68,20.1,74.7,12.16,✗ Persa,-12.16
2023-24,2024-05-25T00:00:00.000,Juventus vs Monza,—,X - Pareggio,5.57,26.3,46.8,12.79,✗ Persa,-12.79
2023-24,2024-05-25T00:00:00.000,Juventus vs Monza,—,Under 2.5 Gol,2.37,56.2,33.2,30.3,✓ Vinta,41.51
2023-24,2024-05-25T00:00:00.000,Milan vs Salernitana,—,2 - Vittoria Ospite,13.1,16,109.4,11.3,✗ Persa,-11.3
2023-24,2024-05-25T00:00:00.000,Milan vs Salernitana,—,X - Pareggio,8.69,22.7,97.2,15.79,✓ Vinta,121.43
2023-24,2024-05-25T00:00:00.000,Milan vs Salernitana,—,Under 2.5 Gol,3.47,40,38.8,19.66,✗ Persa,-19.66
2023-24,2024-05-26T00:00:00.000,Atalanta vs Torino,—,1 - Vittoria Casa,3.54,41.7,47.5,23.36,✓ Vinta,59.33
2023-24,2024-05-26T00:00:00.000,Napoli vs Lecce,—,Under 2.5 Gol,2.47,61,50.7,43.09,✓ Vinta,63.34
2023-24,2024-05-26T00:00:00.000,Napoli vs Lecce,—,X - Pareggio,4.95,26.9,33,10.45,✓ Vinta,41.28
2023-24,2024-05-26T00:00:00.000,Empoli vs Roma,—,2 - Vittoria Ospite,3.64,35,27.2,12.89,✗ Persa,-12.89
2023-24,2024-05-26T00:00:00.000,Empoli vs Roma,—,Under 2.5 Gol,2,62.7,25.5,31.83,✗ Persa,-31.83
2023-24,2024-05-26T00:00:00.000,Empoli vs Roma,—,X - Pareggio,3.8,30.8,17.2,7.67,✗ Persa,-7.67
2023-24,2024-05-26T00:00:00.000,Lazio vs Sassuolo,—,X - Pareggio,5.44,23.6,28.4,8,✓ Vinta,35.52
2023-24,2024-06-02T00:00:00.000,Atalanta vs Fiorentina,—,2 - Vittoria Ospite,6.26,30.3,89.8,21.33,✓ Vinta,112.2
2023-24,2024-06-02T00:00:00.000,Atalanta vs Fiorentina,—,X - Pareggio,4.86,26.4,28.4,9.18,✗ Persa,-9.18
2024-25,2024-08-17T00:00:00.000,Genoa vs Inter,—,X - Pareggio,4.18,28.3,18.1,7.12,✓ Vinta,22.64
2024-25,2024-08-17T00:00:00.000,Genoa vs Inter,—,1 - Vittoria Casa,6.6,20.6,36.3,8.1,✗ Persa,-8.1
2024-25,2024-08-17T00:00:00.000,Empoli vs Monza,—,Under 2.5 Gol,1.76,70.1,23.3,38.35,✓ Vinta,29.15
2024-25,2024-08-17T00:00:00.000,Milan vs Torino,—,2 - Vittoria Ospite,5.76,22.2,27.9,7.32,✗ Persa,-7.32
2024-25,2024-08-18T00:00:00.000,Verona vs Napoli,—,1 - Vittoria Casa,4.99,31.5,57,17.87,✓ Vinta,71.3
2024-25,2024-08-18T00:00:00.000,Cagliari vs Roma,—,Over 2.5 Gol,1.99,65,29.3,36.96,✗ Persa,-36.96
2024-25,2024-08-18T00:00:00.000,Lazio vs Venezia,—,X - Pareggio,4.46,26.3,17.5,6.31,✗ Persa,-6.31
2024-25,2024-08-24T00:00:00.000,Inter vs Lecce,—,X - Pareggio,7.01,17.4,21.6,4.5,✗ Persa,-4.5
2024-25,2024-08-24T00:00:00.000,Inter vs Lecce,—,Under 2.5 Gol,2.44,48.8,19,16.5,✓ Vinta,23.76
2024-25,2024-08-24T00:00:00.000,Monza vs Genoa,—,2 - Vittoria Ospite,2.96,39.2,16.2,10.3,✓ Vinta,20.19
2024-25,2024-08-25T00:00:00.000,Fiorentina vs Venezia,—,Over 2.5 Gol,1.89,62.7,18.5,26.05,✗ Persa,-26.05
2024-25,2024-08-25T00:00:00.000,Napoli vs Bologna,—,2 - Vittoria Ospite,4.11,36.8,51.2,20.58,✗ Persa,-20.58
2024-25,2024-08-25T00:00:00.000,Roma vs Empoli,—,X - Pareggio,4.45,27,20,7.24,✗ Persa,-7.24
2024-25,2024-08-25T00:00:00.000,Roma vs Empoli,—,Under 2.5 Gol,2.03,57.5,16.7,20.26,✗ Persa,-20.26
2024-25,2024-08-26T00:00:00.000,Verona vs Juventus,—,Under 2.5 Gol,1.79,66.2,18.5,29.33,✗ Persa,-29.33
2024-25,2024-08-26T00:00:00.000,Verona vs Juventus,—,X - Pareggio,3.77,30.9,16.6,7.48,✗ Persa,-7.48
2024-25,2024-08-26T00:00:00.000,Verona vs Juventus,—,1 - Vittoria Casa,5.23,25.9,35.6,10.51,✗ Persa,-10.51
2024-25,2024-08-30T00:00:00.000,Venezia vs Torino,—,Under 2.5 Gol,1.7,70.2,19.4,34.59,✓ Vinta,24.21
2024-25,2024-08-30T00:00:00.000,Inter vs Atalanta,—,X - Pareggio,4.43,33.8,49.8,18.15,✗ Persa,-18.15
2024-25,2024-08-31T00:00:00.000,Bologna vs Empoli,—,Under 2.5 Gol,1.74,66.5,15.8,26.62,✓ Vinta,19.7
2024-25,2024-08-31T00:00:00.000,Lazio vs Milan,—,1 - Vittoria Casa,2.97,41.3,22.6,14.36,✗ Persa,-14.36
2024-25,2024-09-01T00:00:00.000,Fiorentina vs Monza,—,Over 2.5 Gol,2.05,56.8,16.5,19.69,✓ Vinta,20.67
2024-25,2024-09-01T00:00:00.000,Juventus vs Roma,—,X - Pareggio,3.73,39.2,46.3,21.18,✓ Vinta,57.82
2024-25,2024-09-14T00:00:00.000,Empoli vs Juventus,—,Under 2.5 Gol,1.7,74.2,26.2,46.75,✓ Vinta,32.73
2024-25,2024-09-14T00:00:00.000,Empoli vs Juventus,—,1 - Vittoria Casa,5.54,23.2,28.6,7.88,✗ Persa,-7.88
2024-25,2024-09-15T00:00:00.000,Torino vs Lecce,—,Under 2.5 Gol,1.6,80,27.9,58.2,✓ Vinta,34.92
2024-25,2024-09-15T00:00:00.000,Cagliari vs Napoli,—,1 - Vittoria Casa,4.43,28.6,26.9,9.8,✗ Persa,-9.8
2024-25,2024-09-15T00:00:00.000,Genoa vs Roma,—,1 - Vittoria Casa,3.37,35.2,18.7,9.85,✗ Persa,-9.85
2024-25,2024-09-15T00:00:00.000,Atalanta vs Fiorentina,—,Over 2.5 Gol,1.74,68,18.3,30.87,✓ Vinta,22.84
2024-25,2024-09-21T00:00:00.000,Juventus vs Napoli,—,X - Pareggio,3.28,38.8,27.2,14.89,✓ Vinta,33.95
2024-25,2024-09-27T00:00:00.000,Milan vs Lecce,—,X - Pareggio,5.73,22,26.3,6.95,✗ Persa,-6.95
2024-25,2024-09-28T00:00:00.000,Genoa vs Juventus,—,X - Pareggio,3.6,32.4,16.6,7.99,✗ Persa,-7.99
2024-25,2024-09-28T00:00:00.000,Genoa vs Juventus,—,1 - Vittoria Casa,5.56,30.7,70.8,19.42,✗ Persa,-19.42
2024-25,2024-09-28T00:00:00.000,Bologna vs Atalanta,—,1 - Vittoria Casa,3.03,38.9,17.7,10.92,✗ Persa,-10.92
2024-25,2024-09-29T00:00:00.000,Torino vs Lazio,—,Under 2.5 Gol,1.7,76.6,30.2,53.89,✗ Persa,-53.89
2024-25,2024-09-29T00:00:00.000,Napoli vs Monza,—,2 - Vittoria Ospite,9.29,19.2,78.7,11.87,✗ Persa,-11.87
2024-25,2024-09-29T00:00:00.000,Napoli vs Monza,—,X - Pareggio,5.16,25.9,33.9,10.18,✗ Persa,-10.18
2024-25,2024-10-04T00:00:00.000,Verona vs Venezia,—,1 - Vittoria Casa,2.52,49.3,24.2,19.91,✓ Vinta,30.26
2024-25,2024-10-05T00:00:00.000,Udinese vs Lecce,—,Under 2.5 Gol,1.71,74.8,28,49.24,✓ Vinta,34.96
2024-25,2024-10-05T00:00:00.000,Atalanta vs Genoa,—,2 - Vittoria Ospite,7.16,20.6,47.4,9.62,✗ Persa,-9.62
2024-25,2024-10-05T00:00:00.000,Atalanta vs Genoa,—,X - Pareggio,4.63,25.7,19.2,6.6,✗ Persa,-6.6
2024-25,2024-10-05T00:00:00.000,Inter vs Torino,—,X - Pareggio,5.52,26.8,47.9,13.25,✗ Persa,-13.25
2024-25,2024-10-05T00:00:00.000,Inter vs Torino,—,Under 2.5 Gol,2.25,62.1,39.8,39.81,✗ Persa,-39.81
2024-25,2024-10-06T00:00:00.000,Juventus vs Cagliari,—,2 - Vittoria Ospite,9.15,14.9,36.5,5.59,✗ Persa,-5.59
2024-25,2024-10-06T00:00:00.000,Juventus vs Cagliari,—,X - Pareggio,4.94,25.3,25.2,7.98,✓ Vinta,31.44
