stagione,data,partita,arbitro,mercato,quota,prob_%,edge_%,stake_€,esito,profitto_€
2024-25,2024-10-06T00:00:00.000,Lazio vs Empoli,—,Under 2.5 Gol,1.88,69.6,30.8,43.69,✗ Persa,-43.69
2024-25,2024-10-06T00:00:00.000,Lazio vs Empoli,—,X - Pareggio,3.99,29.7,18.6,7.77,✗ Persa,-7.77
2024-25,2024-10-06T00:00:00.000,Fiorentina vs Milan,—,Over 2.5 Gol,1.75,75.4,32,53.27,✓ Vinta,39.95
2024-25,2024-10-06T00:00:00.000,Fiorentina vs Milan,—,1 - Vittoria Casa,3.35,40.8,36.7,19.51,✓ Vinta,45.85
2024-25,2024-10-19T00:00:00.000,Genoa vs Bologna,—,1 - Vittoria Casa,3.85,30.2,16.4,7.18,✗ Persa,-7.18
2024-25,2024-10-19T00:00:00.000,Milan vs Udinese,—,2 - Vittoria Ospite,8.24,18.2,49.8,8.6,✗ Persa,-8.6
2024-25,2024-10-19T00:00:00.000,Milan vs Udinese,—,X - Pareggio,5.23,23.9,25,7.38,✗ Persa,-7.38
2024-25,2024-10-19T00:00:00.000,Juventus vs Lazio,—,Under 2.5 Gol,1.68,70.8,19,34.85,✓ Vinta,23.7
2024-25,2024-10-20T00:00:00.000,Empoli vs Napoli,—,X - Pareggio,3.79,31.2,18.4,8.23,✗ Persa,-8.23
2024-25,2024-10-20T00:00:00.000,Empoli vs Napoli,—,Under 2.5 Gol,1.78,65.3,16.3,26.13,✓ Vinta,20.38
2024-25,2024-10-20T00:00:00.000,Empoli vs Napoli,—,1 - Vittoria Casa,5.58,27.3,52.1,14.23,✗ Persa,-14.23
2024-25,2024-10-26T00:00:00.000,Napoli vs Lecce,—,2 - Vittoria Ospite,11.33,15.3,72.8,8.81,✗ Persa,-8.81
2024-25,2024-10-26T00:00:00.000,Napoli vs Lecce,—,X - Pareggio,5.73,27.2,55.9,14.78,✗ Persa,-14.78
2024-25,2024-10-26T00:00:00.000,Napoli vs Lecce,—,Under 2.5 Gol,2.11,64.4,35.8,40.35,✓ Vinta,44.79
2024-25,2024-10-26T00:00:00.000,Atalanta vs Verona,—,X - Pareggio,5.17,24.1,24.6,7.36,✗ Persa,-7.36
2024-25,2024-10-26T00:00:00.000,Atalanta vs Verona,—,2 - Vittoria Ospite,7.65,16,22.2,4.17,✗ Persa,-4.17
2024-25,2024-10-27T00:00:00.000,Lazio vs Genoa,—,2 - Vittoria Ospite,6.57,23.2,52.4,11.77,✗ Persa,-11.77
2024-25,2024-10-27T00:00:00.000,Lazio vs Genoa,—,Under 2.5 Gol,2.03,66.3,34.7,42.08,✗ Persa,-42.08
2024-25,2024-10-27T00:00:00.000,Lazio vs Genoa,—,X - Pareggio,4.36,30.6,33.6,12.48,✗ Persa,-12.48
2024-25,2024-10-27T00:00:00.000,Inter vs Juventus,—,X - Pareggio,3.58,37.4,33.9,16.42,✓ Vinta,42.36
2024-25,2024-10-27T00:00:00.000,Fiorentina vs Roma,—,Over 2.5 Gol,2.07,61.6,27.5,32.14,✓ Vinta,34.39
2024-25,2024-10-29T00:00:00.000,Cagliari vs Bologna,—,Over 2.5 Gol,2.2,53.6,18,18.78,✗ Persa,-18.78
2024-25,2024-10-29T00:00:00.000,Cagliari vs Bologna,—,2 - Vittoria Ospite,2.46,47,15.7,13.43,✓ Vinta,19.61
2024-25,2024-10-29T00:00:00.000,Lecce vs Verona,—,Under 2.5 Gol,1.68,72.8,22.3,41.02,✓ Vinta,27.89
2024-25,2024-10-29T00:00:00.000,Lecce vs Verona,—,2 - Vittoria Ospite,3.41,35.2,20.2,10.46,✗ Persa,-10.46
2024-25,2024-10-29T00:00:00.000,Milan vs Napoli,—,Over 2.5 Gol,1.95,70.3,37.1,48.79,✗ Persa,-48.79
2024-25,2024-10-29T00:00:00.000,Milan vs Napoli,—,1 - Vittoria Casa,2.59,48.6,25.8,20.32,✗ Persa,-20.32
2024-25,2024-10-30T00:00:00.000,Empoli vs Inter,—,Under 2.5 Gol,2.06,57.1,17.6,20.71,✗ Persa,-20.71
2024-25,2024-10-30T00:00:00.000,Atalanta vs Monza,—,2 - Vittoria Ospite,10.11,12.3,24,3.3,✗ Persa,-3.3
2024-25,2024-10-30T00:00:00.000,Atalanta vs Monza,—,X - Pareggio,5.69,21.1,20.1,5.35,✗ Persa,-5.35
2024-25,2024-10-31T00:00:00.000,Genoa vs Fiorentina,—,1 - Vittoria Casa,4.64,34,57.7,19.82,✗ Persa,-19.82
2024-25,2024-10-31T00:00:00.000,Roma vs Torino,—,Under 2.5 Gol,1.92,64.6,24,32.54,✓ Vinta,29.94
2024-25,2024-10-31T00:00:00.000,Roma vs Torino,—,2 - Vittoria Ospite,5.28,22.8,20.5,5.99,✗ Persa,-5.99
2024-25,2024-10-31T00:00:00.000,Roma vs Torino,—,X - Pareggio,3.88,30.2,17.3,7.52,✗ Persa,-7.52
2024-25,2024-11-02T00:00:00.000,Monza vs Milan,—,Over 2.5 Gol,1.91,65.5,25.1,34.52,✗ Persa,-34.52
2024-25,2024-11-02T00:00:00.000,Monza vs Milan,—,1 - Vittoria Casa,4.96,25.4,26.2,8.27,✗ Persa,-8.27
2024-25,2024-11-03T00:00:00.000,Napoli vs Atalanta,—,2 - Vittoria Ospite,3.64,40.2,46.2,21.88,✓ Vinta,57.76
2024-25,2024-11-03T00:00:00.000,Napoli vs Atalanta,—,Over 2.5 Gol,1.93,60.7,17.2,23.07,✓ Vinta,21.46
2024-25,2024-11-03T00:00:00.000,Verona vs Roma,—,1 - Vittoria Casa,4.69,27.8,30.3,10.28,✓ Vinta,37.93
2024-25,2024-11-08T00:00:00.000,Lecce vs Empoli,—,Under 2.5 Gol,1.48,80.9,19.8,51.51,✓ Vinta,24.72
2024-25,2024-11-09T00:00:00.000,Cagliari vs Milan,—,Over 2.5 Gol,1.74,78.4,36.4,61.49,✓ Vinta,45.5
2024-25,2024-11-09T00:00:00.000,Cagliari vs Milan,—,1 - Vittoria Casa,5.61,25.3,41.8,11.33,✗ Persa,-11.33
2024-25,2024-11-09T00:00:00.000,Juventus vs Torino,—,Under 2.5 Gol,1.69,96.6,63.3,114.71,✓ Vinta,79.15
2024-25,2024-11-09T00:00:00.000,Juventus vs Torino,—,X - Pareggio,3.95,36.7,45.1,19.12,✗ Persa,-19.12
2024-25,2024-11-09T00:00:00.000,Juventus vs Torino,—,2 - Vittoria Ospite,6.84,18.9,29,6.2,✗ Persa,-6.2
2024-25,2024-11-10T00:00:00.000,Atalanta vs Udinese,—,2 - Vittoria Ospite,8.64,15.2,31.6,5.16,✗ Persa,-5.16
2024-25,2024-11-10T00:00:00.000,Atalanta vs Udinese,—,X - Pareggio,5.13,24.8,27,8.17,✗ Persa,-8.17
2024-25,2024-11-10T00:00:00.000,Fiorentina vs Verona,—,2 - Vittoria Ospite,7.21,19.4,40,8.05,✗ Persa,-8.05
2024-25,2024-11-10T00:00:00.000,Fiorentina vs Verona,—,X - Pareggio,4.65,25.3,17.7,6.07,✗ Persa,-6.07
2024-25,2024-11-10T00:00:00.000,Roma vs Bologna,—,2 - Vittoria Ospite,3.78,32.8,24,10.8,✓ Vinta,30.02
2024-25,2024-11-10T00:00:00.000,Inter vs Napoli,—,X - Pareggio,3.72,31.5,17.1,7.85,✓ Vinta,21.35
2024-25,2024-11-23T00:00:00.000,Milan vs Juventus,—,X - Pareggio,3.27,38.4,25.5,14.03,✓ Vinta,31.85
2024-25,2024-11-23T00:00:00.000,Milan vs Juventus,—,Over 2.5 Gol,2.21,54.5,20.4,21.12,✗ Persa,-21.12
2024-25,2024-11-23T00:00:00.000,Verona vs Inter,—,X - Pareggio,5.24,23.4,22.7,6.68,✗ Persa,-6.68
2024-25,2024-11-23T00:00:00.000,Verona vs Inter,—,Under 2.5 Gol,2.41,49,18.2,16.1,✗ Persa,-16.1
2024-25,2024-11-24T00:00:00.000,Genoa vs Cagliari,—,Over 2.5 Gol,2.25,54.6,22.8,22.75,✓ Vinta,28.44
2024-25,2024-11-24T00:00:00.000,Genoa vs Cagliari,—,1 - Vittoria Casa,2.68,51,36.7,27.3,✗ Persa,-27.3
2024-25,2024-11-24T00:00:00.000,Napoli vs Roma,—,2 - Vittoria Ospite,5.2,27.8,44.3,13.19,✗ Persa,-13.19
2024-25,2024-11-24T00:00:00.000,Napoli vs Roma,—,X - Pareggio,3.66,37.9,38.5,18.11,✗ Persa,-18.11
2024-25,2024-11-24T00:00:00.000,Lazio vs Bologna,—,2 - Vittoria Ospite,4.68,29.7,39.1,13.27,✗ Persa,-13.27
2024-25,2024-11-24T00:00:00.000,Lazio vs Bologna,—,Under 2.5 Gol,1.74,67.8,18,30.48,✗ Persa,-30.48
2024-25,2024-11-25T00:00:00.000,Venezia vs Lecce,—,Under 2.5 Gol,1.77,72.1,27.5,44.69,✓ Vinta,34.41
2024-25,2024-11-29T00:00:00.000,Cagliari vs Verona,—,2 - Vittoria Ospite,4.19,32.6,36.6,14.36,✗ Persa,-14.36
2024-25,2024-11-30T00:00:00.000,Milan vs Empoli,—,2 - Vittoria Ospite,8.92,15.7,40,6.31,✗ Persa,-6.31
2024-25,2024-11-30T00:00:00.000,Milan vs Empoli,—,X - Pareggio,5.1,24.6,25.6,7.79,✗ Persa,-7.79
2024-25,2024-12-01T00:00:00.000,Torino vs Napoli,—,1 - Vittoria Casa,5.07,33.7,71,21.82,✗ Persa,-21.82
2024-25,2024-12-01T00:00:00.000,Lecce vs Juventus,—,Under 2.5 Gol,1.63,75,22.3,44.28,✓ Vinta,27.9
2024-25,2024-12-01T00:00:00.000,Lecce vs Juventus,—,X - Pareggio,3.64,31.8,15.6,7.4,✓ Vinta,19.54
2024-25,2024-12-01T00:00:00.000,Udinese vs Genoa,—,2 - Vittoria Ospite,4.1,33.6,37.9,15.3,✓ Vinta,47.43
2024-25,2024-12-02T00:00:00.000,Roma vs Atalanta,—,Over 2.5 Gol,1.86,64,19.1,27.71,✗ Persa,-27.71
2024-25,2024-12-06T00:00:00.000,Atalanta vs Milan,—,Over 2.5 Gol,1.77,78.4,38.8,63.06,✓ Vinta,48.56
2024-25,2024-12-07T00:00:00.000,Genoa vs Torino,—,Under 2.5 Gol,1.57,74.7,17.3,37.98,✓ Vinta,21.65
2024-25,2024-12-07T00:00:00.000,Juventus vs Bologna,—,2 - Vittoria Ospite,5.78,28.4,64.4,16.83,✗ Persa,-16.83
2024-25,2024-12-07T00:00:00.000,Juventus vs Bologna,—,X - Pareggio,3.63,32.4,17.8,8.44,✓ Vinta,22.2
2024-25,2024-12-08T00:00:00.000,Fiorentina vs Cagliari,—,Over 2.5 Gol,1.68,70.8,18.9,34.74,✗ Persa,-34.74
2024-25,2024-12-08T00:00:00.000,Napoli vs Lazio,—,2 - Vittoria Ospite,4.35,32.6,41.9,15.65,✓ Vinta,52.43
2024-25,2024-12-14T00:00:00.000,Cagliari vs Atalanta,—,Over 2.5 Gol,1.63,72.2,17.6,34.99,✗ Persa,-34.99
2024-25,2024-12-14T00:00:00.000,Cagliari vs Atalanta,—,1 - Vittoria Casa,6.01,19.8,19.3,4.8,✗ Persa,-4.8
2024-25,2024-12-14T00:00:00.000,Udinese vs Napoli,—,1 - Vittoria Casa,5.31,30.4,61.2,17.75,✗ Persa,-17.75
2024-25,2024-12-14T00:00:00.000,Juventus vs Venezia,—,X - Pareggio,5.34,25.9,38.5,11.1,✓ Vinta,48.17
2024-25,2024-12-14T00:00:00.000,Juventus vs Venezia,—,2 - Vittoria Ospite,10.19,11.6,18.5,2.52,✗ Persa,-2.52
2024-25,2024-12-14T00:00:00.000,Juventus vs Venezia,—,Under 2.5 Gol,2.06,55.9,15.2,17.87,✗ Persa,-17.87
2024-25,2024-12-15T00:00:00.000,Bologna vs Fiorentina,—,X - Pareggio,3.11,37.7,17.4,10.3,✗ Persa,-10.3
2024-25,2024-12-15T00:00:00.000,Milan vs Genoa,—,2 - Vittoria Ospite,8.67,23.3,101.8,16.59,✗ Persa,-16.59
2024-25,2024-12-15T00:00:00.000,Milan vs Genoa,—,X - Pareggio,5.27,25,31.5,9.23,✓ Vinta,39.41
2024-25,2024-12-20T00:00:00.000,Verona vs Milan,—,1 - Vittoria Casa,5.76,26.9,54.8,14.4,✗ Persa,-14.4
2024-25,2024-12-21T00:00:00.000,Genoa vs Napoli,—,1 - Vittoria Casa,5.53,38.1,110.6,30.53,✗ Persa,-30.53
2024-25,2024-12-21T00:00:00.000,Lecce vs Lazio,—,Under 2.5 Gol,1.83,73.3,34.1,51.31,✗ Persa,-51.31
2024-25,2024-12-21T00:00:00.000,Lecce vs Lazio,—,X - Pareggio,3.67,31.6,15.9,7.46,✗ Persa,-7.46
2024-25,2024-12-22T00:00:00.000,Monza vs Juventus,—,1 - Vittoria Casa,5.98,23.1,38,9.55,✗ Persa,-9.55
2024-25,2024-12-22T00:00:00.000,Atalanta vs Empoli,—,X - Pareggio,5.97,24.7,47.6,11.97,✗ Persa,-11.97
2024-25,2024-12-22T00:00:00.000,Atalanta vs Empoli,—,2 - Vittoria Ospite,11.28,12.8,44.3,5.38,✗ Persa,-5.38
2024-25,2024-12-28T00:00:00.000,Empoli vs Genoa,—,2 - Vittoria Ospite,3.34,37.3,24.6,13.14,✓ Vinta,30.75
2024-25,2024-12-28T00:00:00.000,Cagliari vs Inter,—,Over 2.5 Gol,1.68,68.5,15.1,27.78,✓ Vinta,18.89
2024-25,2024-12-29T00:00:00.000,Udinese vs Torino,—,Under 2.5 Gol,1.56,76.6,19.5,43.42,✗ Persa,-43.42
2024-25,2024-12-29T00:00:00.000,Napoli vs Venezia,—,2 - Vittoria Ospite,10.88,14.8,60.8,7.69,✗ Persa,-7.69
2024-25,2024-12-29T00:00:00.000,Napoli vs Venezia,—,X - Pareggio,6.14,24.5,50.2,12.22,✗ Persa,-12.22
2024-25,2024-12-29T00:00:00.000,Juventus vs Fiorentina,—,X - Pareggio,3.32,39.3,30.4,16.39,✓ Vinta,38.02
2024-25,2024-12-29T00:00:00.000,Milan vs Roma,—,Over 2.5 Gol,1.92,71.5,37.3,50.74,✗ Persa,-50.74
2024-25,2024-12-29T00:00:00.000,Milan vs Roma,—,X - Pareggio,3.51,35,22.7,11.32,✓ Vinta,28.41
2024-25,2024-12-30T00:00:00.000,Bologna vs Verona,—,X - Pareggio,4.28,27.3,16.8,6.41,✗ Persa,-6.41
2024-25,2025-01-04T00:00:00.000,Venezia vs Empoli,—,Under 2.5 Gol,1.67,69.1,15.4,28.68,✓ Vinta,19.22
2024-25,2025-01-04T00:00:00.000,Fiorentina vs Napoli,—,Over 2.5 Gol,2.22,58.6,30.1,30.88,✓ Vinta,37.67
2024-25,2025-01-04T00:00:00.000,Fiorentina vs Napoli,—,1 - Vittoria Casa,2.97,46.1,36.8,23.38,✗ Persa,-23.38
2024-25,2025-01-04T00:00:00.000,Verona vs Udinese,—,1 - Vittoria Casa,3.21,37,18.8,10.62,✗ Persa,-10.62
2024-25,2025-01-05T00:00:00.000,Lecce vs Genoa,—,2 - Vittoria Ospite,2.99,41.9,25.3,15.87,✗ Persa,-15.87
2024-25,2025-01-05T00:00:00.000,Lecce vs Genoa,—,Under 2.5 Gol,1.58,73,15.3,33.01,✓ Vinta,19.15
2024-25,2025-01-05T00:00:00.000,Roma vs Lazio,—,Under 2.5 Gol,1.85,69.8,29.1,42.82,✓ Vinta,36.4
2024-25,2025-01-05T00:00:00.000,Roma vs Lazio,—,X - Pareggio,3.21,36.1,16,9.02,✗ Persa,-9.02
2024-25,2025-01-11T00:00:00.000,Torino vs Juventus,—,Under 2.5 Gol,1.52,97.9,48.9,117.5,✓ Vinta,61.1
2024-25,2025-01-11T00:00:00.000,Torino vs Juventus,—,X - Pareggio,3.25,38.5,25.2,13.98,✓ Vinta,31.46
2024-25,2025-01-11T00:00:00.000,Torino vs Juventus,—,1 - Vittoria Casa,5.1,26.8,36.6,11.14,✗ Persa,-11.14
2024-25,2025-01-11T00:00:00.000,Milan vs Cagliari,—,2 - Vittoria Ospite,9.6,14,34.4,5.01,✗ Persa,-5.01
2024-25,2025-01-11T00:00:00.000,Milan vs Cagliari,—,Over 2.5 Gol,1.61,81,30.3,62.15,✗ Persa,-62.15
2024-25,2025-01-11T00:00:00.000,Empoli vs Lecce,—,Under 2.5 Gol,1.56,80.2,25.1,56,✗ Persa,-56
2024-25,2025-01-11T00:00:00.000,Udinese vs Atalanta,—,1 - Vittoria Casa,5.24,24.2,26.9,7.94,✗ Persa,-7.94
2024-25,2025-01-12T00:00:00.000,Bologna vs Roma,—,1 - Vittoria Casa,2.81,44.7,25.6,17.66,✗ Persa,-17.66
2024-25,2025-01-12T00:00:00.000,Napoli vs Verona,—,2 - Vittoria Ospite,12.18,21,155.3,17.36,✗ Persa,-17.36
2024-25,2025-01-12T00:00:00.000,Napoli vs Verona,—,X - Pareggio,6.38,26.1,66.6,15.46,✗ Persa,-15.46
2024-25,2025-01-12T00:00:00.000,Napoli vs Verona,—,Under 2.5 Gol,2.31,53.9,24.4,23.3,✓ Vinta,30.52
2024-25,2025-01-15T00:00:00.000,Inter vs Bologna,—,X - Pareggio,4.5,27,21.4,7.66,✓ Vinta,26.81
2024-25,2025-01-15T00:00:00.000,Inter vs Bologna,—,2 - Vittoria Ospite,6.91,17.4,20,4.23,✗ Persa,-4.23
2024-25,2025-01-15T00:00:00.000,Inter vs Bologna,—,Under 2.5 Gol,2.08,57.4,19.4,22.51,✗ Persa,-22.51
2024-25,2025-01-17T00:00:00.000,Roma vs Genoa,—,2 - Vittoria Ospite,7.57,23.9,81.2,15.46,✗ Persa,-15.46
2024-25,2025-01-17T00:00:00.000,Roma vs Genoa,—,X - Pareggio,4.22,28.4,19.9,7.72,✗ Persa,-7.72
2024-25,2025-01-18T00:00:00.000,Juventus vs Milan,—,X - Pareggio,3.25,37.6,22.2,12.35,✗ Persa,-12.35
2024-25,2025-01-18T00:00:00.000,Juventus vs Milan,—,Over 2.5 Gol,2.2,54.8,20.6,21.49,✗ Persa,-21.49
2024-25,2025-01-18T00:00:00.000,Atalanta vs Napoli,—,Over 2.5 Gol,2.15,63.1,35.7,38.82,✓ Vinta,44.64
2024-25,2025-01-18T00:00:00.000,Atalanta vs Napoli,—,1 - Vittoria Casa,2.37,51.6,22.3,20.37,✗ Persa,-20.37
2024-25,2025-01-19T00:00:00.000,Fiorentina vs Torino,—,2 - Vittoria Ospite,5.61,22.7,27.6,7.47,✗ Persa,-7.47
2024-25,2025-01-19T00:00:00.000,Verona vs Lazio,—,Under 2.5 Gol,1.85,63.9,18.3,26.86,✗ Persa,-26.86
2024-25,2025-01-19T00:00:00.000,Verona vs Lazio,—,1 - Vittoria Casa,4.83,26.6,28.7,9.37,✗ Persa,-9.37
2024-25,2025-01-19T00:00:00.000,Inter vs Empoli,—,X - Pareggio,6.93,19.4,34.5,7.28,✗ Persa,-7.28
2024-25,2025-01-19T00:00:00.000,Inter vs Empoli,—,Under 2.5 Gol,2.41,50.6,21.9,19.37,✗ Persa,-19.37
2024-25,2025-01-25T00:00:00.000,Napoli vs Juventus,—,X - Pareggio,3.12,41.2,28.7,16.92,✗ Persa,-16.92
2024-25,2025-01-25T00:00:00.000,Empoli vs Bologna,—,Under 2.5 Gol,1.65,70.1,15.7,30.15,✓ Vinta,19.6
2024-25,2025-01-26T00:00:00.000,Lecce vs Inter,—,Under 2.5 Gol,2.3,56,28.9,27.8,✗ Persa,-27.8
2024-25,2025-01-26T00:00:00.000,Lecce vs Inter,—,X - Pareggio,5.47,22.4,22.6,6.31,✗ Persa,-6.31
2024-25,2025-01-27T00:00:00.000,Venezia vs Verona,—,2 - Vittoria Ospite,3.45,38.5,32.9,16.8,✗ Persa,-16.8
2024-25,2025-02-01T00:00:00.000,Atalanta vs Torino,—,2 - Vittoria Ospite,7.66,18.9,44.9,8.43,✗ Persa,-8.43
2024-25,2025-02-01T00:00:00.000,Atalanta vs Torino,—,X - Pareggio,4.57,27.1,24,8.41,✓ Vinta,30.02
2024-25,2025-02-02T00:00:00.000,Fiorentina vs Genoa,—,2 - Vittoria Ospite,5.52,25,38.1,10.55,✗ Persa,-10.55
2024-25,2025-02-02T00:00:00.000,Juventus vs Empoli,—,X - Pareggio,4.89,29.2,43,13.82,✗ Persa,-13.82
2024-25,2025-02-02T00:00:00.000,Juventus vs Empoli,—,Under 2.5 Gol,1.92,71.5,37.2,50.58,✗ Persa,-50.58
2024-25,2025-02-02T00:00:00.000,Juventus vs Empoli,—,2 - Vittoria Ospite,9.12,14.8,34.6,5.32,✗ Persa,-5.32
2024-25,2025-02-02T00:00:00.000,Roma vs Napoli,—,X - Pareggio,3.23,36.5,18,10.1,✓ Vinta,22.52
2024-25,2025-02-02T00:00:00.000,Roma vs Napoli,—,1 - Vittoria Casa,3.16,41,29.5,17.05,✗ Persa,-17.05
2024-25,2025-02-08T00:00:00.000,Verona vs Atalanta,—,1 - Vittoria Casa,6.08,24.2,47,11.57,✗ Persa,-11.57
2024-25,2025-02-08T00:00:00.000,Empoli vs Milan,—,1 - Vittoria Casa,6.15,24.1,48.1,11.68,✗ Persa,-11.68
2024-25,2025-02-09T00:00:00.000,Lazio vs Monza,—,2 - Vittoria Ospite,8.94,15.6,39.2,6.17,✗ Persa,-6.17
2024-25,2025-02-09T00:00:00.000,Lazio vs Monza,—,X - Pareggio,5.16,26.6,37.5,11.27,✗ Persa,-11.27
2024-25,2025-02-09T00:00:00.000,Lazio vs Monza,—,Under 2.5 Gol,2.15,59.4,27.7,30.13,✗ Persa,-30.13
2024-25,2025-02-09T00:00:00.000,Lecce vs Bologna,—,Under 2.5 Gol,1.67,70.6,17.9,33.46,✓ Vinta,22.42
2024-25,2025-02-09T00:00:00.000,Napoli vs Udinese,—,2 - Vittoria Ospite,8.04,21.2,70.4,12.5,✗ Persa,-12.5
2024-25,2025-02-09T00:00:00.000,Napoli vs Udinese,—,X - Pareggio,4.51,28,26.1,9.3,✓ Vinta,32.64
2024-25,2025-02-15T00:00:00.000,Atalanta vs Cagliari,—,Over 2.5 Gol,1.63,76,23.9,47.33,✗ Persa,-47.33
2024-25,2025-02-15T00:00:00.000,Lazio vs Napoli,—,1 - Vittoria Casa,2.71,45.4,23,16.82,✗ Persa,-16.82
2024-25,2025-02-15T00:00:00.000,Milan vs Verona,—,2 - Vittoria Ospite,9.32,18.5,72.1,10.84,✗ Persa,-10.84
2024-25,2025-02-15T00:00:00.000,Milan vs Verona,—,X - Pareggio,5.52,23.1,27.7,7.66,✗ Persa,-7.66
2024-25,2025-02-16T00:00:00.000,Monza vs Lecce,—,Under 2.5 Gol,1.63,71.9,17.2,34.16,✓ Vinta,21.52
2024-25,2025-02-16T00:00:00.000,Monza vs Lecce,—,1 - Vittoria Casa,2.8,41.9,17.2,11.95,✗ Persa,-11.95
2024-25,2025-02-16T00:00:00.000,Udinese vs Empoli,—,Under 2.5 Gol,1.75,73.4,28.4,47.39,✗ Persa,-47.39
2024-25,2025-02-16T00:00:00.000,Udinese vs Empoli,—,2 - Vittoria Ospite,4.95,24.3,20.2,6.4,✗ Persa,-6.4
2024-25,2025-02-16T00:00:00.000,Udinese vs Empoli,—,X - Pareggio,3.54,32.5,15.2,7.48,✗ Persa,-7.48
2024-25,2025-02-16T00:00:00.000,Juventus vs Inter,—,X - Pareggio,3.26,39.2,27.7,15.33,✗ Persa,-15.33
2024-25,2025-02-21T00:00:00.000,Lecce vs Udinese,—,Under 2.5 Gol,1.65,76.3,25.9,49.86,✓ Vinta,32.41
2024-25,2025-02-22T00:00:00.000,Venezia vs Lazio,—,Under 2.5 Gol,2.08,58.3,21.3,24.65,✓ Vinta,26.62
2024-25,2025-02-22T00:00:00.000,Venezia vs Lazio,—,X - Pareggio,4.11,28.7,18.1,7.29,✓ Vinta,22.67
2024-25,2025-02-22T00:00:00.000,Inter vs Genoa,—,X - Pareggio,6.13,25,53.1,12.94,✗ Persa,-12.94
2024-25,2025-02-22T00:00:00.000,Inter vs Genoa,—,2 - Vittoria Ospite,11.46,12.4,41.5,4.96,✗ Persa,-4.96
2024-25,2025-02-22T00:00:00.000,Inter vs Genoa,—,Under 2.5 Gol,2.23,52,15.9,16.18,✓ Vinta,19.9
2024-25,2025-02-22T00:00:00.000,Torino vs Milan,—,1 - Vittoria Casa,4,32.1,28.4,11.84,✓ Vinta,35.52
2024-25,2025-02-23T00:00:00.000,Verona vs Fiorentina,—,1 - Vittoria Casa,4.29,28.4,21.9,8.32,✓ Vinta,27.37
2024-25,2025-02-23T00:00:00.000,Empoli vs Atalanta,—,X - Pareggio,4.27,27.7,18.2,6.95,✗ Persa,-6.95
2024-25,2025-02-23T00:00:00.000,Empoli vs Atalanta,—,1 - Vittoria Casa,5.89,21.7,27.7,7.07,✗ Persa,-7.07
2024-25,2025-02-24T00:00:00.000,Roma vs Monza,—,2 - Vittoria Ospite,9.88,16.1,59.1,8.32,✗ Persa,-8.32
2024-25,2025-02-24T00:00:00.000,Roma vs Monza,—,X - Pareggio,5.42,24.7,33.8,9.57,✗ Persa,-9.57
2024-25,2025-02-27T00:00:00.000,Bologna vs Milan,—,Over 2.5 Gol,2.02,60.8,22.7,27.88,✓ Vinta,28.44
2024-25,2025-02-27T00:00:00.000,Bologna vs Milan,—,1 - Vittoria Casa,2.91,46.2,34.6,22.62,✓ Vinta,43.2
2024-25,2025-03-01T00:00:00.000,Atalanta vs Venezia,—,X - Pareggio,7.1,16.3,15.8,3.24,✓ Vinta,19.76
2024-25,2025-03-01T00:00:00.000,Napoli vs Inter,—,2 - Vittoria Ospite,2.4,48.9,17.3,15.45,✗ Persa,-15.45
2024-25,2025-03-01T00:00:00.000,Napoli vs Inter,—,Over 2.5 Gol,2.22,52.4,16.2,16.63,✗ Persa,-16.63
2024-25,2025-03-02T00:00:00.000,Bologna vs Cagliari,—,Over 2.5 Gol,2.08,58.1,20.9,24.14,✓ Vinta,26.07
2024-25,2025-03-02T00:00:00.000,Monza vs Torino,—,Under 2.5 Gol,1.63,72.7,18.5,36.7,✓ Vinta,23.12
2024-25,2025-03-02T00:00:00.000,Monza vs Torino,—,1 - Vittoria Casa,4.24,28.9,22.7,8.75,✗ Persa,-8.75
2024-25,2025-03-03T00:00:00.000,Juventus vs Verona,—,2 - Vittoria Ospite,10.96,17.1,87.7,11.01,✗ Persa,-11.01
2024-25,2025-03-03T00:00:00.000,Juventus vs Verona,—,X - Pareggio,5.57,27.3,52.2,14.27,✗ Persa,-14.27
2024-25,2025-03-03T00:00:00.000,Juventus vs Verona,—,Under 2.5 Gol,2.07,63.9,32.2,37.61,✓ Vinta,40.24
2024-25,2025-03-07T00:00:00.000,Cagliari vs Genoa,—,2 - Vittoria Ospite,3.29,41.5,36.6,19.96,✗ Persa,-19.96
2024-25,2025-03-07T00:00:00.000,Cagliari vs Genoa,—,Over 2.5 Gol,2.5,51.7,29.2,24.35,✗ Persa,-24.35
2024-25,2025-03-08T00:00:00.000,Inter vs Monza,—,X - Pareggio,9.61,15.7,50.4,7.32,✗ Persa,-7.32
2024-25,2025-03-09T00:00:00.000,Verona vs Bologna,—,1 - Vittoria Casa,5.18,24,24.1,7.2,✗ Persa,-7.2
2024-25,2025-03-09T00:00:00.000,Napoli vs Fiorentina,—,2 - Vittoria Ospite,6.52,31.7,106.4,24.09,✗ Persa,-24.09
2024-25,2025-03-09T00:00:00.000,Napoli vs Fiorentina,—,Over 2.5 Gol,2.11,57.4,21.1,23.82,✓ Vinta,26.44
2024-25,2025-03-10T00:00:00.000,Lazio vs Udinese,—,Under 2.5 Gol,1.94,65.5,27.1,36,✓ Vinta,33.84
2024-25,2025-03-15T00:00:00.000,Udinese vs Verona,—,2 - Vittoria Ospite,5.23,27.3,42.9,12.69,✓ Vinta,53.68
